Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined
FDP08,20.5,1,0.112316501,6,193.9478,OUT013,0,2,1,4456.1994,34,1
FDX19,19.1,0,0.096653315,6,235.1958,OUT013,0,2,1,4673.916,34,1
FDJ28,12.3,0,0.021984639,5,191.2162,OUT017,1,1,1,1924.162,14,1
FDE29,8.905,0,0.143351652,5,62.0878,OUT049,1,0,1,302.939,22,1
FDC14,14.5,1,0.041482394,3,40.0454,OUT017,1,1,1,209.727,14,1
FDV44,8.365,1,0.040069806,6,190.7188,OUT017,1,1,1,1904.188,14,1
NCF43,8.51,0,0.052239735,9,141.947,OUT017,1,1,1,2004.058,14,2
NCY42,6.38,0,0.015149955,9,144.047,OUT013,0,2,1,3149.234,34,2
NCZ06,12.792854228644284,0,0.09370568,9,253.8698,OUT027,1,2,3,3297.7074,36,2
FDB29,16.7,1,0.052401766,5,115.1176,OUT035,2,1,1,1488.7288,17,1
FDL28,10.0,1,0.063121982,5,231.7668,OUT013,0,2,1,460.7336,34,1
FDF57,14.5,1,0.058946687,6,168.6448,OUT045,1,1,1,2897.5616,19,1
FDE44,14.65,0,0.171245426,6,50.3692,OUT013,0,2,1,591.2304,34,1
FDU33,12.792854228644284,1,0.134057426,13,45.3402,OUT027,1,2,3,918.804,36,1
FDA08,11.85,1,0.050368454,6,163.8526,OUT017,1,1,1,1808.9786,14,1
NCC06,19.0,0,0.026986367,9,127.1336,OUT046,2,0,1,2812.3392,24,2
FDO32,6.36,0,0.120543611,6,45.806,OUT046,2,0,1,1165.15,24,1
FDU39,18.85,0,0.036037952,10,58.4562,OUT046,2,0,1,711.0744,24,1
NCK18,9.6,0,0.006725388,9,165.9184,OUT018,1,2,2,2972.1312,12,2
FDI26,5.94,0,0.034940979,3,177.3344,OUT049,1,0,1,1605.9096,22,1
DRE37,13.5,0,0.094219593,14,189.9872,OUT046,2,0,1,1323.6104,24,0
NCN26,10.85,0,0.048004263,9,117.5808,OUT010,1,2,0,351.5424,23,2
FDS16,15.15,1,0.066164431,5,147.376,OUT035,2,1,1,2197.14,17,1
FDE40,15.6,1,0.0,4,62.4194,OUT018,1,2,2,804.9522,12,1
FDP03,5.15,1,0.0,10,122.9388,OUT017,1,1,1,2105.2596,14,1
FDA27,20.35,1,0.030975716,4,253.9672,OUT049,1,0,1,3068.0064,22,1
FDJ12,8.895,1,0.039101813,0,208.8296,OUT049,1,0,1,5400.9696,22,1
FDT03,21.25,0,0.010039493,10,181.7608,OUT018,1,2,2,1102.5648,12,1
FDF50,4.905,0,0.117308165,3,195.7768,OUT035,2,1,1,2956.152,17,1
FDC51,10.895,1,0.009641375,4,124.173,OUT045,1,1,1,1601.249,19,1
NCL55,12.792854228644284,0,0.113212516,11,254.604,OUT019,2,0,0,759.012,36,2
FDZ23,17.75,1,0.067490036,0,185.224,OUT035,2,1,1,6338.416,17,1
FDW24,6.8,0,0.037573095,0,50.2034,OUT045,1,1,1,1166.4816,19,1
FDH21,10.395,0,0.031219108,12,156.9604,OUT035,2,1,1,4595.3516,17,1
NCQ41,14.8,0,0.032606181,8,193.5794,OUT010,1,2,0,390.1588,23,2
FDH48,13.5,0,0.0,0,84.554,OUT018,1,2,2,778.986,12,1
FDX11,16.0,1,0.106731895,0,183.6634,OUT035,2,1,1,2544.6876,17,1
FDK33,17.85,0,0.0112259,13,211.956,OUT013,0,2,1,4474.176,34,1
FDV36,18.7,0,0.026355345,0,127.102,OUT045,1,1,1,3289.052,19,1
NCW41,18.0,0,0.01548171,8,159.3604,OUT045,1,1,1,2059.9852,19,2
FDU32,12.792854228644284,0,0.045465958,6,120.8414,OUT019,2,0,0,852.8898,36,1
FDE36,5.26,1,0.041857101,0,162.7868,OUT045,1,1,1,4258.4568,19,1
FDO27,6.175,1,0.0,10,94.9752,OUT045,1,1,1,1534.0032,19,1
FDW27,5.86,1,0.151159243,10,156.6314,OUT045,1,1,1,3257.7594,19,1
FDJ48,12.792854228644284,0,0.056161529,0,246.9118,OUT027,1,2,3,5681.2714,36,1
FDR11,10.5,1,0.142419608,1,161.1578,OUT013,0,2,1,1765.0358,34,1
FDV07,9.5,0,0.031410378,6,110.3228,OUT018,1,2,2,2763.07,12,1
FDO50,12.792854228644284,0,0.077790204,3,93.0804,OUT027,1,2,3,2940.1728,36,1
FDN04,11.8,1,0.014166739,5,178.2344,OUT017,1,1,1,2854.9504,14,1
FDZ08,12.5,1,0.110215444,6,81.8592,OUT045,1,1,1,1238.388,19,1
FDD05,19.35,0,0.016679143,5,119.3098,OUT018,1,2,2,1928.1568,12,1
FDV60,20.2,1,0.117339056,0,195.011,OUT035,2,1,1,2749.754,17,1
NCG30,20.2,0,0.112227747,9,123.5046,OUT013,0,2,1,2739.1012,34,2
FDX37,12.792854228644284,0,0.062724117,3,100.57,OUT027,1,2,3,5093.37,36,1
FDW24,6.8,0,0.037555348,0,49.6034,OUT049,1,0,1,972.068,22,1
DRM48,12.792854228644284,0,0.112349962,14,39.1848,OUT027,1,2,3,559.272,36,0
FDF46,12.792854228644284,0,0.093217569,13,116.7834,OUT027,1,2,3,4952.8862,36,1
NCY54,8.43,0,0.177661246,9,170.5422,OUT035,2,1,1,3621.2862,17,2
FDS35,9.3,0,0.11184963,1,64.6826,OUT017,1,1,1,774.9912,14,1
FDB04,11.35,1,0.06321435,4,88.3856,OUT035,2,1,1,1318.284,17,1
NCK05,20.1,0,0.077892365,8,59.3536,OUT017,1,1,1,918.804,14,2
FDT46,11.35,0,0.051564827,13,49.0008,OUT010,1,2,0,101.2016,23,1
FDP52,12.792854228644284,1,0.070349402,5,228.601,OUT027,1,2,3,7350.432,36,1
NCR17,9.8,0,0.024521239,8,117.5492,OUT017,1,1,1,1390.1904,14,2
NCN54,20.35,0,0.021447102,9,76.3328,OUT017,1,1,1,1312.9576,14,2
FDX12,18.2,1,0.026059557,0,241.2196,OUT035,2,1,1,6507.5292,17,1
DRL23,18.35,0,0.015301418,7,105.2938,OUT035,2,1,1,2036.6822,17,0
DRN47,12.1,0,0.0,7,179.866,OUT045,1,1,1,3595.32,19,0
FDM25,10.695,1,0.060615254,2,174.0712,OUT013,0,2,1,2460.7968,34,1
FDF52,12.792854228644284,0,0.066459891,5,184.2292,OUT027,1,2,3,4560.73,36,1
FDU21,11.8,1,0.076876046,13,33.1558,OUT045,1,1,1,543.2928,19,1
FDI15,13.8,0,0.14215211,4,263.5884,OUT017,1,1,1,2384.8956,14,1
FDJ09,15.0,0,0.058632705,13,46.4744,OUT018,1,2,2,543.2928,12,1
FDW03,5.63,1,0.024541277,10,105.1306,OUT046,2,0,1,3135.918,24,1
FDA07,7.55,1,0.030992735,6,124.3072,OUT049,1,0,1,2695.1584,22,1
FDU39,18.85,0,0.036241797,10,57.3562,OUT017,1,1,1,1007.3554,14,1
FDI60,7.22,1,0.038398937,0,61.951,OUT045,1,1,1,1518.024,19,1
FDK33,17.85,0,0.011258035,13,211.656,OUT045,1,1,1,2556.672,19,1
FDN01,8.895,0,0.072511335,2,177.437,OUT049,1,0,1,3528.74,22,1
FDV38,19.25,0,0.101689151,4,54.6956,OUT013,0,2,1,163.7868,34,1
NCV06,11.3,0,0.066625843,9,194.2478,OUT013,0,2,1,2712.4692,34,2
FDQ34,10.85,0,0.162242617,13,107.8622,OUT046,2,0,1,1058.622,24,1
DRK37,5.0,0,0.0,14,189.853,OUT045,1,1,1,4933.578,19,0
NCY53,20.0,0,0.0,8,110.2544,OUT013,0,2,1,1454.1072,34,2
FDD53,12.792854228644284,0,0.044008347,5,43.7454,OUT027,1,2,3,671.1264,36,1
FDV49,10.0,0,0.025867353,3,264.6226,OUT049,1,0,1,4757.8068,22,1
FDY36,12.792854228644284,0,0.016476619,0,74.338,OUT019,2,0,0,146.476,36,1
FDH34,8.63,0,0.031095246,13,185.7582,OUT046,2,0,1,3529.4058,24,1
NCD07,9.1,0,0.0,9,115.4518,OUT017,1,1,1,2390.8878,14,2
FDB51,6.92,0,0.038422076,4,62.5852,OUT013,0,2,1,438.0964,34,1
NCH42,6.86,0,0.061155983,9,228.401,OUT010,1,2,0,229.701,23,2
NCI31,20.0,0,0.08131178,11,37.819,OUT035,2,1,1,439.428,17,2
FDL56,14.1,0,0.125756824,6,87.1198,OUT035,2,1,1,2529.3742,17,1
FDG29,17.6,0,0.05661033,5,41.7454,OUT017,1,1,1,209.727,14,1
FDJ45,17.75,0,0.073709686,12,35.1216,OUT018,1,2,2,415.4592,12,1
FDJ38,8.6,1,0.040432954,3,191.653,OUT017,1,1,1,3795.06,14,1
NCO05,7.27,0,0.046749112,8,100.4384,OUT018,1,2,2,1970.768,12,2
FDW24,6.8,0,0.062762374,0,50.4034,OUT010,1,2,0,48.6034,23,1
FDN34,12.792854228644284,1,0.045542628,13,170.7132,OUT027,1,2,3,4904.2828,36,1
FDH46,6.935,1,0.041346469,13,103.1332,OUT049,1,0,1,820.2656,22,1
FDW39,6.69,1,0.036903419,10,175.137,OUT035,2,1,1,1235.059,17,1
DRK59,12.792854228644284,0,0.075084457,7,233.9616,OUT027,1,2,3,4452.8704,36,0
FDU25,12.35,0,0.026735372,3,57.4246,OUT045,1,1,1,810.9444,19,1
FDC44,15.6,0,0.172453254,6,115.1518,OUT013,0,2,1,683.1108,34,1
FDG17,12.792854228644284,1,0.035666655,5,246.2486,OUT027,1,2,3,8063.5038,36,1
FDI45,13.1,0,0.037581243,6,175.5054,OUT046,2,0,1,2451.4756,24,1
FDK08,9.195,1,0.122202946,6,100.1016,OUT013,0,2,1,1619.2256,34,1
FDW36,11.15,0,0.056921876,0,107.1622,OUT035,2,1,1,423.4488,17,1
FDL39,16.1,1,0.063319379,4,180.9318,OUT035,2,1,1,1984.7498,17,1
FDS13,6.465,0,0.124402507,3,266.1884,OUT013,0,2,1,5299.768,34,1
FDO57,20.75,0,0.108879177,13,161.5578,OUT049,1,0,1,320.9156,22,1
FDS37,7.655,0,0.032125561,3,115.7492,OUT017,1,1,1,2548.6824,14,1
FDV26,20.25,1,0.076097073,4,193.5794,OUT013,0,2,1,1950.794,34,1
FDJ22,18.75,0,0.052766297,13,189.7504,OUT013,0,2,1,2492.7552,34,1
FDC16,11.5,1,0.020601791,4,86.054,OUT049,1,0,1,1038.648,22,1
NCH42,12.792854228644284,0,0.036360386,9,231.601,OUT027,1,2,3,7580.133,36,2
FDD46,12.792854228644284,0,0.140571971,13,154.7998,OUT027,1,2,3,3383.5956,36,1
FDT25,7.5,0,0.05074138,3,123.2072,OUT035,2,1,1,1837.608,17,1
FDR34,17.0,1,0.015997687,13,229.1352,OUT045,1,1,1,4580.704,19,1
FDQ10,12.792854228644284,0,0.033018559,13,170.4422,OUT027,1,2,3,5000.8238,36,1
DRI03,6.03,0,0.022703693,4,177.9028,OUT046,2,0,1,4781.7756,24,0
FDB58,12.792854228644284,1,0.013431109,13,143.7154,OUT027,1,2,3,4821.7236,36,1
FDQ03,15.0,1,0.0,10,235.6248,OUT049,1,0,1,1896.1984,22,1
DRD27,18.75,0,0.023876985,4,97.4042,OUT049,1,0,1,2281.6966,22,0
FDK33,17.85,0,0.011281018,13,213.756,OUT018,1,2,2,3408.896,12,1
DRL23,18.35,0,0.015328106,7,107.5938,OUT049,1,0,1,1822.2946,22,0
FDW32,18.35,1,0.094488071,6,87.1882,OUT045,1,1,1,515.3292,19,1
NCL05,19.6,0,0.047897663,8,44.677,OUT046,2,0,1,173.108,24,2
DRB01,12.792854228644284,0,0.081841136,14,190.053,OUT027,1,2,3,569.259,36,0
NCL06,14.65,0,0.072212787,9,260.9594,OUT045,1,1,1,2878.2534,19,2
FDH10,21.0,0,0.049505857,13,195.3478,OUT018,1,2,2,1162.4868,12,1
NCO14,9.6,0,0.02981155,9,45.2086,OUT017,1,1,1,669.129,14,2
FDV03,17.6,0,0.058181585,10,154.4314,OUT049,1,0,1,2326.971,22,1
FDW52,14.0,1,0.037734782,5,166.4526,OUT017,1,1,1,4769.1254,14,1
NCZ30,6.59,0,0.0,9,119.1098,OUT017,1,1,1,964.0784,14,2
FDY35,17.6,1,0.026827052,1,47.8402,OUT010,1,2,0,91.8804,23,1
FDN31,11.5,0,0.072881535,6,191.353,OUT046,2,0,1,2277.036,24,1
FDX31,20.35,1,0.014822802,6,234.0958,OUT035,2,1,1,2570.6538,17,1
NCJ05,18.7,0,0.046159928,8,152.3682,OUT049,1,0,1,1677.1502,22,2
FDN56,5.46,1,0.107662745,6,143.8786,OUT017,1,1,1,4334.358,14,1
FDZ04,9.31,0,0.038014104,5,62.351,OUT049,1,0,1,822.263,22,1
FDJ44,12.3,1,0.106307146,6,174.9396,OUT035,2,1,1,1569.9564,17,1
FDI08,18.2,1,0.066672058,6,248.1092,OUT017,1,1,1,4233.1564,14,1
FDB59,18.25,0,0.015341139,13,200.0084,OUT018,1,2,2,1984.084,12,1
FDY15,18.25,1,0.171174491,4,156.463,OUT045,1,1,1,938.778,19,1
NCZ18,12.792854228644284,0,0.325780807,9,252.7698,OUT019,2,0,0,761.0094,36,2
DRO47,10.195,0,0.112859454,7,114.486,OUT017,1,1,1,2490.092,14,0
FDW21,5.34,1,0.005962753,13,102.4358,OUT035,2,1,1,2010.716,17,1
FDZ14,12.792854228644284,1,0.047358246,4,123.1756,OUT027,1,2,3,3998.7948,36,1
FDM09,11.15,1,0.086105815,13,167.879,OUT045,1,1,1,2886.243,19,1
FDK43,9.8,0,0.026882496,10,126.302,OUT049,1,0,1,3036.048,22,1
FDE45,12.1,0,0.040521714,6,178.5002,OUT018,1,2,2,5552.1062,12,1
FDR35,12.792854228644284,0,0.020597493,1,200.0742,OUT027,1,2,3,8958.339,36,1
FDT58,12.792854228644284,0,0.085538477,13,169.2816,OUT027,1,2,3,3523.4136,36,1
FDS57,15.5,0,0.0,13,141.547,OUT017,1,1,1,3006.087,14,1
FDF10,15.5,1,0.0,13,147.2418,OUT018,1,2,2,1324.2762,12,1
FDP03,5.15,1,0.10239789,10,122.1388,OUT010,1,2,0,495.3552,23,1
FDT04,17.25,0,0.0,5,37.5822,OUT010,1,2,0,196.411,23,1
NCW53,18.35,0,0.0304697,8,191.3162,OUT013,0,2,1,1346.9134,34,2
FDA39,6.32,0,0.021287234,10,38.5822,OUT010,1,2,0,78.5644,23,1
NCH29,5.51,0,0.034467286,8,96.7726,OUT035,2,1,1,2642.5602,17,2
FDU02,13.35,0,0.1027194,4,228.8352,OUT045,1,1,1,5267.8096,19,1
FDN13,12.792854228644284,0,0.266234421,2,98.5358,OUT019,2,0,0,402.1432,36,1
FDX56,12.792854228644284,1,0.129668578,6,206.8638,OUT019,2,0,0,207.0638,36,1
FDT11,12.792854228644284,1,0.02923013,1,189.4556,OUT027,1,2,3,3567.3564,36,1
NCC18,12.792854228644284,0,0.176411579,9,173.2422,OUT027,1,2,3,2069.3064,36,2
FDA32,14.0,0,0.050371508,6,214.7192,OUT010,1,2,0,862.8768,23,1
FDU39,18.85,0,0.036184755,10,58.5562,OUT018,1,2,2,770.3306,12,1
FDV27,12.792854228644284,1,0.070017381,10,89.3514,OUT019,2,0,0,177.1028,36,1
NCW53,18.35,0,0.030556922,8,190.6162,OUT045,1,1,1,3271.0754,19,2
NCZ42,10.5,0,0.011278535,9,237.0248,OUT013,0,2,1,5451.5704,34,2
FDO46,9.6,1,0.0,13,191.0872,OUT017,1,1,1,4349.0056,14,1
FDQ57,12.792854228644284,0,0.027812304,13,147.476,OUT027,1,2,3,3368.948,36,1
FDZ36,6.035,1,0.066051758,0,187.724,OUT018,1,2,2,2050.664,12,1
FDK38,6.65,0,0.053506996,3,150.0734,OUT018,1,2,2,3563.3616,12,1
FDU51,12.792854228644284,1,0.096046304,10,178.7028,OUT027,1,2,3,4604.6728,36,1
FDS14,7.285,0,0.049922304,4,156.9288,OUT013,0,2,1,1571.288,34,1
FDQ40,11.1,1,0.036083537,5,175.4712,OUT049,1,0,1,2988.1104,22,1
FDE20,11.35,1,0.005539114,6,167.879,OUT049,1,0,1,4074.696,22,1
FDH58,12.3,0,0.036939673,13,113.1834,OUT046,2,0,1,3109.9518,24,1
NCK53,11.6,0,0.037793818,8,99.3042,OUT017,1,1,1,2281.6966,14,2
FDJ44,12.3,1,0.106928681,6,173.7396,OUT017,1,1,1,3663.2316,14,1
FDN22,18.85,1,0.138585859,13,252.4724,OUT045,1,1,1,3271.7412,19,1
FDH56,9.8,1,0.06407717,6,116.7492,OUT018,1,2,2,1621.8888,12,1
FDK48,7.445,0,0.037708542,0,74.7354,OUT045,1,1,1,1128.531,19,1
FDQ40,11.1,1,0.036020711,5,177.2712,OUT035,2,1,1,2109.2544,17,1
FDH10,21.0,0,0.049295686,13,194.4478,OUT035,2,1,1,968.739,17,1
FDM21,20.2,0,0.06449461,13,259.2646,OUT045,1,1,1,3091.9752,19,1
FDX12,18.2,1,0.026117345,0,239.2196,OUT045,1,1,1,3133.2548,19,1
FDM51,11.8,1,0.025904648,10,102.4674,OUT013,0,2,1,2037.348,34,1
FDG09,20.6,1,0.080235512,6,188.9556,OUT010,1,2,0,563.2668,23,1
DRD37,9.8,0,0.013830218,14,45.306,OUT013,0,2,1,1304.968,34,0
FDN21,18.6,0,0.076855628,13,161.0236,OUT046,2,0,1,483.3708,24,1
NCQ06,13.0,0,0.041824524,9,256.7014,OUT046,2,0,1,2805.0154,24,2
FDV52,20.7,1,0.12152072,5,118.0466,OUT046,2,0,1,1060.6194,24,1
FDC10,9.8,1,0.073289899,13,120.8098,OUT017,1,1,1,1325.6078,14,1
FDX51,9.5,1,0.022054553,10,195.4452,OUT035,2,1,1,4502.1396,17,1
NCD54,21.1,0,0.029054046,9,144.6786,OUT049,1,0,1,2889.572,22,2
NCK18,12.792854228644284,0,0.006665667,9,164.1184,OUT027,1,2,3,3797.7232,36,2
FDZ01,8.975,1,0.009057132,3,104.099,OUT035,2,1,1,2476.776,17,1
FDT48,4.92,0,0.045955031,0,199.1084,OUT046,2,0,1,2182.4924,24,1
FDB40,17.5,1,0.007551607,4,145.8102,OUT049,1,0,1,1895.5326,22,1
NCC07,12.792854228644284,0,0.023835164,9,103.3964,OUT027,1,2,3,3050.6956,36,2
FDT52,9.695,1,0.047503318,5,244.6144,OUT049,1,0,1,3185.1872,22,1
FDK09,12.792854228644284,0,0.160665697,13,227.5352,OUT019,2,0,0,916.1408,36,1
NCQ30,7.725,0,0.048661041,9,123.7414,OUT010,1,2,0,121.8414,23,2
FDZ60,12.792854228644284,0,0.208987123,0,106.0596,OUT019,2,0,0,215.7192,36,1
NCK18,9.6,0,0.006692529,9,164.9184,OUT013,0,2,1,2972.1312,34,2
FDV11,9.1,1,0.136695145,1,173.4054,OUT010,1,2,0,875.527,23,1
FDR25,17.0,1,0.140311123,3,265.6884,OUT017,1,1,1,2649.884,14,1
FDB26,14.0,1,0.031330907,3,52.364,OUT045,1,1,1,745.696,19,1
DRD01,12.1,1,0.061521569,14,55.8614,OUT017,1,1,1,1436.7964,14,0
FDG32,19.85,0,0.176991029,6,221.5772,OUT017,1,1,1,3558.0352,14,1
FDY49,17.2,1,0.0120098,3,163.1184,OUT035,2,1,1,2807.0128,17,1
FDD26,8.71,1,0.072141818,3,183.3924,OUT035,2,1,1,2776.386,17,1
FDC22,6.89,1,0.136984147,13,192.682,OUT018,1,2,2,2703.148,12,1
DRD27,18.75,0,0.0,4,97.9042,OUT045,1,1,1,1686.4714,19,0
FDA44,12.792854228644284,0,0.052964982,6,57.793,OUT027,1,2,3,1754.383,36,1
FDW01,14.5,0,0.0,3,154.4682,OUT013,0,2,1,1524.682,34,1
FDV32,12.792854228644284,0,0.155316936,6,64.151,OUT019,2,0,0,316.255,36,1
FDK32,12.792854228644284,1,0.048738407,6,152.8682,OUT027,1,2,3,5031.4506,36,1
NCA05,20.75,0,0.0,8,149.4734,OUT013,0,2,1,2969.468,34,2
FDR10,17.6,0,0.010031539,13,161.5552,OUT013,0,2,1,1787.0072,34,1
FDL22,16.85,0,0.036383293,13,91.0488,OUT035,2,1,1,1086.5856,17,1
FDD10,20.6,1,0.0,13,178.1344,OUT035,2,1,1,3568.688,17,1
FDW25,5.175,0,0.03736783,3,86.9224,OUT013,0,2,1,255.6672,34,1
FDR47,17.85,0,0.087604647,1,196.9794,OUT049,1,0,1,1560.6352,22,1
DRF27,8.93,0,0.028461453,4,152.234,OUT049,1,0,1,5053.422,22,0
FDQ48,12.792854228644284,1,0.034244601,0,97.2726,OUT027,1,2,3,1957.452,36,1
FDS37,7.655,0,0.031938828,3,114.1492,OUT035,2,1,1,1158.492,17,1
NCI18,18.35,0,0.014024028,9,224.5746,OUT046,2,0,1,2692.4952,24,2
NCJ42,12.792854228644284,0,0.014232071,9,100.9332,OUT027,1,2,3,1743.0644,36,2
FDY48,14.0,0,0.023730384,0,104.3332,OUT035,2,1,1,1435.4648,17,1
FDB39,11.6,0,0.038578846,4,56.1272,OUT049,1,0,1,671.1264,22,1
DRI37,15.85,0,0.108036187,14,57.3904,OUT018,1,2,2,703.0848,12,0
FDB58,10.5,1,0.013572808,13,143.2154,OUT017,1,1,1,1559.9694,14,1
FDV12,16.7,1,0.06082402,0,98.7384,OUT013,0,2,1,1773.6912,34,1
NCU06,17.6,0,0.074345142,9,230.901,OUT013,0,2,1,4364.319,34,2
FDU34,18.25,0,0.075501241,13,123.1046,OUT018,1,2,2,249.0092,12,1
FDP31,21.1,1,0.16216286,6,62.2168,OUT018,1,2,2,383.5008,12,1
FDV11,9.1,1,0.081652352,1,177.0054,OUT035,2,1,1,2101.2648,17,1
NCY06,15.25,0,0.061434045,9,130.9968,OUT018,1,2,2,2348.9424,12,2
NCV41,14.35,0,0.017073332,8,109.5228,OUT045,1,1,1,1657.842,19,2
FDQ52,12.792854228644284,0,0.118806857,5,248.8434,OUT027,1,2,3,6705.2718,36,1
FDM38,5.885,1,0.092694107,3,53.6982,OUT013,0,2,1,1525.3478,34,1
FDA14,16.1,0,0.065183228,4,148.076,OUT046,2,0,1,1464.76,24,1
FDB23,12.792854228644284,1,0.005561538,15,224.0062,OUT027,1,2,3,3837.0054,36,1
DRH49,19.7,0,0.024635077,14,84.1592,OUT013,0,2,1,1073.2696,34,0
FDI40,11.5,1,0.126313413,5,100.6358,OUT017,1,1,1,2010.716,14,1
FDR37,16.5,1,0.066383907,2,180.4292,OUT045,1,1,1,2189.1504,19,1
FDS16,15.15,1,0.066279832,5,147.876,OUT049,1,0,1,4540.756,22,1
FDT15,12.15,1,0.042681522,10,184.295,OUT046,2,0,1,2014.045,24,1
FDL32,15.7,1,0.0,6,112.4544,OUT013,0,2,1,1230.3984,34,1
FDB39,11.6,0,0.038736838,4,55.8272,OUT017,1,1,1,1454.1072,14,1
FDX40,12.85,0,0.098910759,5,37.6164,OUT013,0,2,1,308.9312,34,1
DRD13,15.0,0,0.049178998,14,65.6168,OUT045,1,1,1,639.168,19,0
FDZ43,11.0,1,0.057011062,6,241.9512,OUT013,0,2,1,2908.2144,34,1
DRM59,5.88,0,0.003589104,7,155.5998,OUT013,0,2,1,1691.7978,34,0
NCZ18,7.825,0,0.0,9,253.4698,OUT017,1,1,1,6849.0846,14,2
FDH52,12.792854228644284,1,0.043690499,5,60.2194,OUT027,1,2,3,1733.7432,36,1
FDM25,10.695,1,0.10154201,2,173.7712,OUT010,1,2,0,175.7712,23,1
NCP05,12.792854228644284,0,0.025164132,8,152.6024,OUT027,1,2,3,6072.096,36,2
FDY38,13.6,1,0.119077255,4,231.23,OUT013,0,2,1,2330.3,34,1
FDO37,8.06,0,0.021497594,2,230.3326,OUT017,1,1,1,1386.1956,14,1
FDV49,12.792854228644284,0,0.025702129,3,262.6226,OUT027,1,2,3,7136.7102,36,1
NCP02,7.105,0,0.075000682,9,61.0562,OUT010,1,2,0,296.281,23,2
NCJ19,18.6,0,0.118419683,11,58.3588,OUT045,1,1,1,1545.9876,19,2
FDW44,9.5,1,0.035151215,6,171.8448,OUT046,2,0,1,2556.672,24,1
FDU56,16.85,0,0.044414056,6,182.4266,OUT046,2,0,1,2028.6926,24,1
FDZ58,17.85,0,0.052471995,13,123.7072,OUT017,1,1,1,2450.144,14,1
FDZ15,13.1,0,0.020853376,4,117.4782,OUT013,0,2,1,1906.8512,34,1
NCI06,11.3,0,0.047791878,9,180.766,OUT049,1,0,1,5033.448,22,2
FDD36,13.3,0,0.02136022,0,120.4124,OUT018,1,2,2,1777.686,12,1
FDD56,15.2,1,0.103988736,6,177.0054,OUT045,1,1,1,3677.2134,19,1
FDX27,20.7,1,0.114581955,4,94.3436,OUT018,1,2,2,945.436,12,1
FDG50,7.405,0,0.02556185,3,89.7146,OUT010,1,2,0,182.4292,23,1
FDU36,6.15,0,0.046459438,0,100.5384,OUT018,1,2,2,1675.1528,12,1
FDJ15,11.35,1,0.023322478,4,182.5608,OUT046,2,0,1,3307.6944,24,1
FDG32,19.85,0,0.175962247,6,223.0772,OUT035,2,1,1,1779.0176,17,1
FDV15,12.792854228644284,0,0.255929096,10,103.3648,OUT019,2,0,0,311.5944,36,1
FDS28,8.18,1,0.082333019,5,58.1588,OUT013,0,2,1,343.5528,34,1
FDU23,12.15,0,0.021757269,1,165.0184,OUT049,1,0,1,3302.368,22,1
DRI03,6.03,0,0.0226994,4,176.4028,OUT035,2,1,1,4250.4672,17,0
FDH28,15.85,1,0.110653377,5,36.9506,OUT017,1,1,1,759.012,14,1
FDP16,18.6,0,0.065771529,5,245.7802,OUT010,1,2,0,245.6802,23,1
NCQ29,12.0,0,0.0,8,262.3278,OUT017,1,1,1,1561.9668,14,2
NCH30,17.1,0,0.0,9,114.686,OUT018,1,2,2,1358.232,12,2
FDU31,10.5,1,0.024991056,6,217.9508,OUT046,2,0,1,2821.6604,24,1
FDF04,17.5,0,0.013658248,5,256.3304,OUT049,1,0,1,6199.9296,22,1
FDZ20,16.1,0,0.034278413,6,255.2356,OUT013,0,2,1,6867.0612,34,1
NCK05,20.1,0,0.0,8,61.3536,OUT010,1,2,0,183.7608,23,2
FDV23,12.792854228644284,0,0.185306514,1,125.6046,OUT019,2,0,0,622.523,36,1
FDA07,7.55,1,0.051794958,6,122.6072,OUT010,1,2,0,122.5072,23,1
FDL03,19.25,1,0.027058066,10,194.811,OUT013,0,2,1,2749.754,34,1
FDX04,19.6,1,0.041740902,5,49.2376,OUT018,1,2,2,958.752,12,1
FDV19,14.85,1,0.035400659,6,161.9578,OUT018,1,2,2,1444.1202,12,1
FDP22,14.65,1,0.099535996,13,52.2666,OUT018,1,2,2,615.1992,12,1
FDT34,9.3,0,0.175336471,13,107.0964,OUT017,1,1,1,1472.7496,14,1
FDZ26,12.792854228644284,1,0.143319995,4,237.5222,OUT027,1,2,3,7170.666,36,1
NCM43,14.5,0,0.01950565,11,163.921,OUT049,1,0,1,2446.815,22,2
DRK35,8.365,0,0.071846495,7,37.9506,OUT046,2,0,1,569.259,24,0
FDO20,12.85,1,0.0,6,252.3382,OUT046,2,0,1,4794.4258,24,1
FDO22,13.5,1,0.017887238,13,79.496,OUT049,1,0,1,1438.128,22,1
FDM46,7.365,0,0.159967845,13,94.712,OUT046,2,0,1,1304.968,24,1
FDO01,21.1,1,0.020718655,2,130.4994,OUT046,2,0,1,2184.4898,24,1
NCX05,12.792854228644284,0,0.096592065,8,117.4492,OUT027,1,2,3,1621.8888,36,2
FDI46,9.5,0,0.074460855,13,253.6724,OUT049,1,0,1,5033.448,22,1
FDD11,12.85,0,0.030789914,15,254.904,OUT017,1,1,1,3036.048,14,1
FDA32,14.0,0,0.030216783,6,216.6192,OUT018,1,2,2,3020.0688,12,1
